MFSTKEY             ,STATUS,LASTUPDATE    ,MFSTNUMBER,POWERUNIT ,STOP  ,MFSTDATE,PRONUMBER ,PRODATE ,SHIPNAME                      ,CONSNAME                      ,CONSADD1                      ,CONSADD2                      ,CONSCITY            ,CONSSTATE,CONSZIP,TTLPCS,TTLYDS,TTLWGT,DLVDDATE,DLVDTIME,DLVDPCS,DLVDSIGN                                ,DLVDNOTE                      ,DLVDIMGFILELOCN               ,DLVDIMGFILESIGN               
062X021624007       ,0,20240201123000,062X021624,062       ,7,02162024,41749038  ,02082024,SHAW DC EAST                  ,BARRY LOBBESTAEL              ,5781 BERGQUIST RD             ,                              ,DULUTH              ,MN       ,55804  ,4,81,401,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
062X021624008       ,0,20240201123000,062X021624,062       ,8,02162024,13457311  ,02062024,MOHAWK DALTON                 ,CREW2 WHSE                    ,2701 COURTLAND STREET         ,                              ,DULUTH              ,MN       ,55806  ,1,67,235,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
063X021624001       ,0,20240201123000,063X021624,063       ,1,02162024,13951318  ,02142024,ENGINEERED FLOORS             ,THE RUG STORE                 ,557 ROUTE 17M                 ,PO BOX 1179                   ,MONROE              ,NY       ,10950  ,2,246,951,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
063X021624002       ,0,20240201123000,063X021624,063       ,2,02162024,68943280  ,02132024,ORIENTAL WEAVERS              ,THE RUG STORE                 ,557 ROUTE 17M                 ,PO BOX 1179                   ,MONROE              ,NY       ,10950  ,5,42,205,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
063X021624003       ,0,20240201123000,063X021624,063       ,3,02162024,68639128  ,02122024,STANTON CARPET                ,ACE FLOORING DISTRIBUTORS INC ,17 ROBERT PITT DRIVE          ,                              ,MONSEY              ,NY       ,10952  ,1,32,290,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
063X021624004       ,0,20240201123000,063X021624,063       ,4,02162024,66839381  ,02072024,STANTON CARPET                ,KANE BROTHERS CARPET          ,C/O SHOWPLACE CARPET          ,300 ROUTE 59 EAST             ,NANUET              ,NY       ,10954  ,1,15,81,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
063X021624005       ,0,20240201123000,063X021624,063       ,5,02162024,65391756  ,02072024,JAIPUR LIVING INC             ,HOMEDEPOT.COM                 ,ARBEN DJONBALIC               ,9 CRANFORD DR                 ,NEW CITY            ,NY       ,10956  ,2,19,94,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
063X021624006       ,0,20240201123000,063X021624,063       ,6,02162024,13910769  ,02102024,ENGINEERED FLOORS COMMERCIAL  ,COUNTY CARPET & BED SUPPLY    ,205 NORTH ROUTE 9W            ,                              ,CONGERS             ,NY       ,10920  ,5,421,2419,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
063X021624007       ,0,20240201123000,063X021624,063       ,7,02162024,41749778  ,02132024,DIXIE HOME/MASLAND            ,LEXI INDUSTRIES/ROBS CARPET   ,252 LIVINGSTON STREET         ,                              ,NORTHVALE           ,NJ       ,07647  ,1,37,191,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
063X021624008       ,0,20240201123000,063X021624,063       ,8,02162024,68655215  ,02122024,CALHOUN DISTRIBUTION/PRESTIGE ,LEXI INDUSTRIES/ROBS CARPET   ,252 LIVINGSTON STREET         ,                              ,NORTHVALE           ,NJ       ,07647  ,1,51,256,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
063X021624009       ,0,20240201123000,063X021624,063       ,9,02162024,13934830  ,02122024,MILLIKEN/BRAUNS DOCK          ,LEXI INDUSTRIES/ROBS CARPET   ,252 LIVINGSTON STREET         ,                              ,NORTHVALE           ,NJ       ,07647  ,2,29,125,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624001       ,0,20240201123000,064X021624,064       ,1,02162024,68498681  ,02122024,TILITE ARDEX                  ,HOME DEPOT 1919               ,37 W NORTH LAKE               ,                              ,NORTHLAKE           ,IL       ,60164  ,1,0,236,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624002       ,0,20240201123000,064X021624,064       ,2,02162024,41749816  ,02132024,DIXIE HOME/MASLAND            ,MANAS TORCOM TOUCH OF BEAUTY  ,616 BUSSE HWY                 ,                              ,PARK RIDGE          ,IL       ,60068  ,1,192,887,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624003       ,0,20240201123000,064X021624,064       ,3,02162024,68655918  ,02122024,HARCOURT COLLECTION           ,RG PRESTIGE                   ,7323 MONTICELLO               ,                              ,SKOKIE              ,IL       ,60076  ,1,20,140,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624004       ,0,20240201123000,064X021624,064       ,4,02162024,41749559  ,02102024,DIXIE HOME/MASLAND            ,KASHIAN BROTHERS INC          ,1625 PAYNE STREET             ,                              ,EVANSTON            ,IL       ,60201  ,1,52,322,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624005       ,0,20240201123000,064X021624,064       ,5,02162024,13790249  ,02132024,ENGINEERED FLOORS             ,APELIAN CARPET & ORIENTALS    ,2900 CENTRAL ST               ,                              ,EVANSTON            ,IL       ,60201  ,1,146,574,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624006       ,0,20240201123000,064X021624,064       ,6,02162024,41749522  ,02102024,DIXIE HOME/MASLAND            ,LEWIS CARPETS INC/BILLING     ,1840 SKOKIE BLVD              ,                              ,NORTHBROOK          ,IL       ,60062  ,1,28,211,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624007       ,0,20240201123000,064X021624,064       ,7,02162024,41749820  ,02132024,DIXIE HOME/MASLAND            ,LEWIS CARPETS INC/BILLING     ,1840 SKOKIE BLVD              ,                              ,NORTHBROOK          ,IL       ,60062  ,1,26,155,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624008       ,0,20240201123000,064X021624,064       ,8,02162024,68655256  ,02122024,CALHOUN DISTRIBUTION/PRESTIGE ,LEWIS CARPETS INC/BILLING     ,1840 SKOKIE BLVD              ,                              ,NORTHBROOK          ,IL       ,60062  ,1,18,91,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624009       ,0,20240321212817,064X021624,064       ,9,02162024,68119527  ,02132024,CHALLENGER TURF               ,HOMEDEPOT.COM                 ,HARLAN CHEMERS                ,1936 SOMERSET LN              ,NORTHBROOK          ,IL       ,60062  ,1,13,69,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624010       ,0,20240201123000,064X021624,064       ,10,02162024,68942902  ,02142024,COURISTAN CARPETS             ,CARPET CENTRAL & HARDWOOD     ,"1480 OLD DEERFIELD RD,STE 4   ",                              ,HIGHLAND PARK       ,IL       ,60035  ,1,25,106,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624011       ,0,20240201123000,064X021624,064       ,11,02162024,13664165  ,02092024,SOUTHWIND BUILDING PRODUCTS   ,CARPET CENTRAL & HARDWOOD     ,"1480 OLD DEERFIELD RD,STE 4   ",                              ,HIGHLAND PARK       ,IL       ,60035  ,1,0,2143,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624012       ,0,20240201123000,064X021624,064       ,12,02162024,68666055  ,02122024,HALSTEAD INTL                 ,HOME DEPOT 8431               ,2050 N IL ROUTE 83            ,                              ,ROUND LAKE BEACH    ,IL       ,60073  ,3,0,3094,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624013       ,0,20240201123000,064X021624,064       ,13,02162024,64930703  ,02092024,HOMEDEPOT.COM WAREHOUSE       ,HOME DEPOT 1944               ,27315 W HARTIGAN ROAD         ,                              ,INGLESIDE           ,IL       ,60041  ,1,0,154,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
064X021624014       ,0,20240201123000,064X021624,064       ,14,02162024,13790220  ,02132024,ENGINEERED FLOORS             ,SHERWIN WILLIAMS 3721         ,523 THOMAS DRIVE              ,                              ,BENSENVILLE         ,IL       ,60106  ,1,73,244,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
